Environment,Abiotic.stress,Year,Plot,Genotype,Block,Replication,Row,Column,Line.type,Days.to.flowering,Height,GYKGPHA
Stress.trial,Drought,2019,63,327,1,1,1,63,entry,112,111.7,1200
Stress.trial,Drought,2019,217,328,3,1,3,27,entry,72,101,1940
Stress.trial,Drought,2019,138,329,2,1,2,53,entry,93,94.7,1200
Stress.trial,Drought,2019,93,330,1,1,1,93,entry,86,103,2640
Stress.trial,Drought,2019,60,331,1,1,1,60,entry,88,102,430
Stress.trial,Drought,2019,84,332,1,1,1,84,entry,86,101,2000
Stress.trial,Drought,2019,72,333,1,1,1,72,check,83,84.7,2240
Stress.trial,Drought,2019,149,333,2,2,2,42,check,81,77.7,1360
Stress.trial,Drought,2019,213,333,3,3,3,23,check,72,77,1420
Stress.trial,Drought,2019,328,333,4,4,4,53,check,81,86.5,1180
Stress.trial,Drought,2019,8,334,1,1,1,8,check,107,88.3,2600
Stress.trial,Drought,2019,162,334,2,2,2,29,check,105,78.8,1960
Stress.trial,Drought,2019,204,334,3,3,3,14,check,109,72.7,1220
Stress.trial,Drought,2019,365,334,4,4,4,16,check,106,82.2,760
Stress.trial,Drought,2019,42,335,1,1,1,42,check,107,74,1390
Stress.trial,Drought,2019,144,335,2,2,2,47,check,109,71.7,950
Stress.trial,Drought,2019,277,335,3,3,3,87,check,107,68.5,1320
Stress.trial,Drought,2019,345,335,4,4,4,36,check,111,65.3,660
Stress.trial,Drought,2019,86,336,1,1,1,86,check,91,103.3,3250
Stress.trial,Drought,2019,140,336,2,2,2,51,check,91,91.7,1500
Stress.trial,Drought,2019,273,336,3,3,3,83,check,82,98.7,2800
Stress.trial,Drought,2019,298,336,4,4,4,83,check,86,101.3,1620
Stress.trial,Drought,2019,56,337,1,1,1,56,check,82,116.7,1500
Stress.trial,Drought,2019,147,337,2,2,2,44,check,83,134,2500
Stress.trial,Drought,2019,194,337,3,3,3,4,check,79,131.5,2140
Stress.trial,Drought,2019,325,337,4,4,4,56,check,75,118.5,1760
Stress.trial,Drought,2019,27,338,1,1,1,27,check,99,110.3,3470
Stress.trial,Drought,2019,174,338,2,2,2,17,check,99,114.3,2070
Stress.trial,Drought,2019,255,338,3,3,3,65,check,105,109.7,3040
Stress.trial,Drought,2019,323,338,4,4,4,58,check,106,99.2,1810
Stress.trial,Drought,2019,36,339,1,1,1,36,check,110,85.3,1290
Stress.trial,Drought,2019,96,339,2,2,2,95,check,105,84.7,1870
Stress.trial,Drought,2019,231,339,3,3,3,41,check,110,91.8,1630
Stress.trial,Drought,2019,294,339,4,4,4,87,check,105,92.7,3330
Stress.trial,Drought,2019,85,340,1,1,1,85,check,103,74.2,1790
Stress.trial,Drought,2019,121,340,2,2,2,70,check,111,72.2,1080
Stress.trial,Drought,2019,216,340,3,3,3,26,check,111,77.3,1570
Stress.trial,Drought,2019,334,340,4,4,4,47,check,107,66.3,1050
Stress.trial,Drought,2019,7,341,1,1,1,7,check,101,77,2730
Stress.trial,Drought,2019,107,341,2,2,2,84,check,102,78,1670
Stress.trial,Drought,2019,276,341,3,3,3,86,check,110,74.3,1240
Stress.trial,Drought,2019,290,341,4,4,4,91,check,103,73.5,1480
Stress.trial,Drought,2019,80,342,1,1,1,80,check,90,82.7,880
Stress.trial,Drought,2019,132,342,2,2,2,59,check,81,98.3,2540
Stress.trial,Drought,2019,259,342,3,3,3,69,check,90,86.3,700
Stress.trial,Drought,2019,378,342,4,4,4,3,check,76,95.2,720
Stress.trial,Drought,2019,33,343,1,1,1,33,check,81,118.3,3330
Stress.trial,Drought,2019,123,343,2,2,2,68,check,84,107,2210
Stress.trial,Drought,2019,284,343,3,3,3,94,check,68,106.2,2980
Stress.trial,Drought,2019,375,343,4,4,4,6,check,56,105.3,2260
Stress.trial,Drought,2019,89,344,1,1,1,89,check,90,103.3,3000
Stress.trial,Drought,2019,183,344,2,2,2,8,check,83,98,2000
Stress.trial,Drought,2019,232,344,3,3,3,42,check,86,93.3,1650
Stress.trial,Drought,2019,311,344,4,4,4,70,check,76,101.2,1220
